transaction_id,customer_id,product_id,store_id,transaction_date,quantity,discount_applied,total_amount,channel,payment_method
4d8ef2a0-b399-46f2-a5a2-d250697573e0,c0a80420-ffd1-408a-b97b-5cdc04488474,5e17f8cd-b3b3-41d2-ba7d-c78def212faf,STORE_4,2023-04-09,1,0.24,225.24,Physical,Gift Card
676b3a6c-4041-4dd2-8142-85949c7bc82f,94353b61-1bcc-4b05-b53d-2ae04999a072,dfd73636-6b4c-4ba9-81cb-94b218de6b07,STORE_25,2023-01-29,4,0.09,2087.83,Online,Gift Card
7d9251f1-9387-4ce1-9428-3b388d5b6ef8,aca7fa85-e918-463a-9601-3758870562fe,8b544427-3532-4b9d-b6a5-97d8f41d0b23,STORE_28,2025-03-03,2,0.28,470.58,Physical,PayPal
4661dd05-0226-4684-a64f-2956b6a40489,0d31d188-6bdb-43f3-8787-21aa1d2c9884,0689904c-48e3-4fdb-90a3-d120f0f9f521,STORE_8,2023-12-24,3,0.12,244.41,Online,Cash
4606db32-89f0-4f2a-becd-164208bb4fab,0f04c138-7a95-4564-83ec-30a95b5f36a6,5e17f8cd-b3b3-41d2-ba7d-c78def212faf,STORE_17,2024-05-09,4,0.15,1007.66,Online,Credit Card
d32b22e1-d833-42c7-acfb-0d3a85f5c6e2,2441387e-abbe-45ff-8db3-d3fbc9929196,834a25b9-78d8-4af7-9c02-8545d25870c6,STORE_50,2025-03-13,1,0.11,101.26,Physical,Gift Card
879eb93d-edf2-4b01-8326-a72405921787,461ee8b4-7728-4fd5-8347-b63edebb5202,4d18e871-2066-4d5a-ad79-404abc05fb2a,STORE_16,2023-06-28,3,0.23,466.9,Physical,PayPal
241deaa1-d028-48a9-93ea-392b5a374740,e92437f3-0938-4250-93e3-bf0419e6c416,9b87eeb9-45b9-41b3-a422-53fd39ca4d96,STORE_34,2025-05-19,1,0.12,218.67,Online,Credit Card
8e9f17ae-bd58-4ff1-bd83-dd77276869cd,6617d6f2-b420-45e9-baea-e49d18c5b0c4,78fdea47-eed3-418d-8227-1b225f1fca82,STORE_21,2024-05-11,5,0.19,3364.5,Physical,Cash
9daef960-6f07-4ea9-b4a0-c186dde2e52b,aa02be94-6693-4785-a2b0-e475de708439,834a25b9-78d8-4af7-9c02-8545d25870c6,STORE_24,2025-07-09,4,0.12,400.47,Physical,Gift Card
f5c00f7e-08b7-4562-b27f-98087fe351bb,6274ba4c-04ef-421d-8ce1-0bf7d5535e6a,a75a95d6-f2c2-499c-a25e-26ec44286747,STORE_23,2023-11-14,5,0.07,1952.4,Online,PayPal
534db82d-2155-4cbb-a1db-9a1f4d67e04c,4ba37495-e640-4ee3-901e-bc8c3d8aacbc,9ef11f8a-d78a-4f2f-9198-d53adb63e3e3,STORE_14,2025-03-27,4,0.02,1087.53,Physical,PayPal
76707ff8-84be-4a45-9194-e5ab8e371b70,e45bc05c-4752-4219-90a4-63d7a6faf2e8,5c7d953e-c1c2-4240-8564-ee30322e1f93,STORE_12,2024-12-12,4,0.17,3151.91,Online,Cash
4d21225d-d8cd-408a-860f-2d161d7eab7e,c61375c7-e163-48ee-b95e-39c172f8ddbe,06584462-cc27-4f15-895e-ee45ebabf4be,STORE_42,2023-11-09,2,0.2,489.3,Online,Credit Card
1659c2b9-a233-440a-b47e-9f0d260ad1d6,dff02f0a-e090-4b1d-9b8a-de8e762554d2,e69ce8f1-6ca8-40bb-88db-c2f62a83f3da,STORE_2,2025-04-05,1,0.18,242.74,Online,Gift Card
3210f07c-1062-45ba-8e8f-fc049da62618,1423849d-8dac-412f-b2ad-5b62be458b96,06584462-cc27-4f15-895e-ee45ebabf4be,STORE_34,2024-05-10,5,0.03,1483.18,Online,Gift Card
2a8b875f-ae8f-4b13-a9a8-47e943332ee7,6d202a85-89e4-4ac3-85ec-2e5c5d710ba3,52e2d7aa-cca0-477f-b69a-b5e42ce997fd,STORE_15,2023-07-09,3,0.29,703.33,Physical,Credit Card
a03f3722-8c78-4893-9894-a55ea81a7472,d58d0729-c623-4ecf-a16c-4c29c33745f7,6200dca5-3564-4234-89f9-418a0b002d5b,STORE_9,2023-02-21,5,0.23,1477.24,Online,Gift Card
6970a1e0-81b2-4362-9b9b-74da2f11c3b6,7ee8ea08-305c-4208-a328-a8c28481bee9,511c9048-ed8e-40c5-afd7-94de2be586e6,STORE_33,2024-05-14,4,0.19,486.29,Online,Credit Card
099e89a3-2fa6-4979-a053-c7fa4b19bd61,28741e69-5380-4c20-ac81-3a36646306db,e12d0040-fe31-4bf9-9673-a0b4cf0a3650,STORE_20,2023-01-15,2,0.25,1138.43,Physical,Credit Card
39239c3b-6fa7-47a9-8ac7-60b669c65054,4f16cbbe-bc2c-4927-b20b-0be1a0cd6756,f80e7f5d-6c59-4e9a-ab5a-b4b8f0f8792e,STORE_38,2023-05-10,2,0.14,1705.4,Online,Cash
9208f597-efa6-49fd-a853-bc3161941d8b,e27be9b3-0bd8-44df-9a50-19720ca7d122,09552314-3b50-4c30-8417-f6a09bd35689,STORE_21,2024-09-19,5,0.17,2960.86,Physical,PayPal
4b8bc9b3-4354-40cf-a53f-f70b8f0c431b,9d45b747-0b42-4d16-89c3-747a4afe49cf,6ec11c58-e44b-493c-9066-a64c3f432c91,STORE_19,2023-09-08,3,0.09,703.85,Online,Cash
d9ca33f0-66ed-4865-b4d0-0a66c85902c1,f0858215-ff55-4b96-bc4f-678855259c72,0eb4ebdb-d167-499c-9f3a-588a2236b69d,STORE_9,2024-12-20,3,0.3,577.35,Online,Credit Card
c3e78050-15fc-4597-b08c-44f4502d002d,4947c83e-348f-4300-9ecb-e3dd7e3657e0,9a52b75e-3328-4fdc-b868-f7186a01e902,STORE_49,2025-05-24,4,0.25,2781.3,Online,Cash
68f747e8-1ba0-4ce2-b037-6e1b319e2a14,6437cfc2-c4af-4015-82b2-60b23a9d1eec,457e8811-1274-4082-a3ff-4c01aae0c168,STORE_50,2022-11-18,3,0.27,1255.9,Physical,Credit Card
42af66bb-f72e-4916-8b31-f59bf1bfc392,4799f1aa-0823-4a95-87e0-22212b0eeb88,d257a260-25cc-4edf-8ec1-0ba741314509,STORE_44,2022-07-15,5,0.25,1901.89,Physical,Cash
24b8bb49-25e9-4e15-a772-0a2504471aa7,f2975e0e-2e38-47ed-bfc4-fc724060bdce,d03416b4-aefb-479a-b53b-24d61b74c563,STORE_43,2023-02-23,3,0.26,1120.68,Online,PayPal
0d95543a-91dd-4666-a208-276d64dc4b57,7ee78d60-ca2d-4bb4-91a4-5852371b69dd,2538c8b2-afa1-431d-8d48-c80b6dbebfb5,STORE_35,2024-12-14,5,0.12,1995.97,Online,Cash
ac53151a-82bb-4437-a1f1-2e37cd2fd3f8,684e5d7a-0b5a-4ea0-ab9d-ee1dba3d05c6,5614c3ed-b079-4f98-ad0e-7fe248c84cad,STORE_28,2024-09-04,4,0.11,486.05,Physical,PayPal
a9af6903-8074-4cd8-a81c-7207d1ca32f8,c0a09868-3df9-4245-aa59-1f8770d8df9f,834a25b9-78d8-4af7-9c02-8545d25870c6,STORE_16,2023-07-04,4,0.04,436.88,Physical,Gift Card
8b7aff5f-92af-498d-893b-accd64f640c5,014c8baa-abc7-4c38-9b6a-93978dfe0f26,c3413f96-f860-4369-9e06-9b2f955f021a,STORE_8,2024-07-20,4,0.05,3187.52,Online,PayPal
16d18585-5050-4166-b1ff-b0818a9a9419,2d1dd1f3-0819-4885-87ca-1a93d19173fb,e6655c93-771b-4123-ada0-b9ef82c3a448,STORE_34,2023-04-15,1,0.02,120.17,Online,Credit Card
6cb93380-9459-4e2a-81b4-0cabf14ce4e0,dd36d08b-c290-4026-9243-45a64c19635d,29450410-6aa7-4731-9c9a-5b3e7204a81d,STORE_33,2023-05-04,4,0.2,2552.8,Online,PayPal
ff1375ae-b0c9-4bb5-911f-2931594d7b0a,6297ae75-70bc-4bea-9be1-9213a61cdcb5,6d8aa6db-96ee-4a60-8a23-3ae10a72a2a9,STORE_19,2023-01-03,2,0.19,680.8,Online,Gift Card
634cdf87-85a0-4dd3-88b5-3b686ad0e510,78aec226-777f-4441-a262-1c805a1d7a27,0e68310f-8ba7-45d3-9a68-ef1e171be471,STORE_14,2025-02-01,5,0.28,3314.81,Physical,PayPal
6a47826c-53f0-41d1-abff-3686202273f0,c1c2dd80-f40c-4885-8d64-905cb15480f6,52e2d7aa-cca0-477f-b69a-b5e42ce997fd,STORE_21,2025-01-29,5,0.13,1436.37,Physical,Gift Card
59757e3f-b24a-4ef7-b048-7b3cc2078347,316dd5fe-6cd1-4623-8805-4e4d78159886,312845e6-ca5c-4380-871a-e76f5442fa69,STORE_3,2024-09-08,3,0.07,674.32,Physical,Gift Card
57b7d12a-6fef-4c31-af68-c7ee318686b6,b102e407-dd33-4a81-8a01-ad7173cc6cf8,5a76418d-c37a-4146-8714-fb0a261b67d7,STORE_37,2022-07-29,5,0.15,3183.0,Physical,PayPal
63cb0ab0-d55c-45d9-853b-398bd45f88b6,91f30c52-1a46-4c78-90c6-8832deaa01eb,4cd438ea-805f-41b0-8328-1fd0960d0297,STORE_10,2025-05-06,3,0.12,2052.15,Physical,Cash
7b3df3b4-abc7-423b-a447-233b49c05401,8057094e-8a8e-4953-a8d6-9061fb80add7,8bb7dcb7-9c67-4beb-8bb3-2586c4c22a11,STORE_22,2022-09-20,1,0.17,827.58,Online,Cash
6c3148b8-2e54-41a2-94a7-3d676112b9ef,8b2a1858-142c-496e-a1e4-7221a779978b,d69374f0-cf74-46f0-9b70-7a20f395ca72,STORE_2,2023-03-02,5,0.14,550.1,Online,Credit Card
ed681b41-80a2-4483-b8ad-e22ba3f673ec,9e49367c-0cac-468e-9e99-0db1448a9c34,6e6e66e4-9344-4be6-8442-61395d5d8887,STORE_5,2023-04-30,5,0.3,1876.8,Physical,Cash
efc88d03-ee16-473d-80e3-e6fd06e81119,3e23bb7a-0410-448a-a35b-d828af664005,9274e0a8-5606-45a9-a147-34d11c59f65c,STORE_27,2025-02-20,5,0.02,4033.83,Physical,Credit Card
e4ec8ecd-5c7e-4a43-9068-2227a77e099b,672d8084-3637-4525-bcda-a85bfd3ca006,4d18e871-2066-4d5a-ad79-404abc05fb2a,STORE_50,2023-11-28,4,0.19,654.87,Physical,Credit Card
2d21d369-5011-48e3-bfe9-e6fc879b3457,f9b0efe6-6617-4e2b-a240-c563b8a9f3ef,807e51bb-e619-462a-b28d-d69cec6de667,STORE_26,2024-04-13,5,0.02,2544.96,Physical,Cash
8a50ba6a-d8a9-46a4-98df-c692bcf0878e,3a9f4629-f520-423d-a841-6e68b4d04252,20fe39b7-794d-4d50-9ca4-ec80e952c05d,STORE_22,2022-08-05,4,0.14,339.94,Online,Gift Card
759dbff9-6b6b-4024-b004-ddc4af067890,c37e86ff-7bf4-4b03-a719-3f7fc6c74af3,7c884802-7d9d-4239-b798-0eac3c8ff598,STORE_1,2024-05-22,4,0.11,876.12,Online,Cash
0b9a526d-4dcc-426e-9893-1ecc132fc22a,01136254-563b-4646-82c1-3b0f37d6c78e,d97204fe-c251-4cf2-a8de-e8c6b51e6c21,STORE_50,2024-02-26,2,0.01,1780.12,Physical,Cash
a546766b-9f0e-4d1b-a661-eef8da3832ff,6137e8a4-32a2-4c18-942e-b6983cbce07e,8d5a9af5-d0a3-4ecb-a7cc-cb3162821c30,STORE_3,2023-12-29,1,0.19,114.88,Physical,PayPal
4be9b2ce-c65d-47ee-813c-41bfa203a712,96a57cfd-02b3-427c-b400-bde43a58c2cd,641b8d5f-0d68-4337-bfae-cd9ab24cb806,STORE_6,2022-10-27,3,0.24,1527.42,Online,Credit Card
30e9d926-1720-49de-bfa0-6d655c4b36be,52a3211e-9b31-4cad-b2bf-862e3db53440,e9ec24f5-e03e-4b0b-aba8-b06a53f715ec,STORE_1,2024-02-21,4,0.02,802.38,Online,Credit Card
4a92ecb8-5f07-4915-843d-0805f5485b3d,f89f753e-7a8b-498f-b72e-6834f8a24b3d,80089918-5997-4e7e-8e76-67429c837c5c,STORE_16,2024-02-03,3,0.04,391.36,Physical,Cash
42ed0097-db5c-4a80-9224-95bba6e75a2b,8f92ae7b-af54-4fb6-8f07-93c8d6509f7c,6b95b326-44f9-43cd-bb60-58fc754dcfb2,STORE_37,2024-01-28,3,0.0,1865.01,Physical,Credit Card
06c00d60-a3e8-4f4d-9406-2be7c7c5835f,98b22707-ad94-41ff-8adf-e316c782e466,d393062a-67b9-4230-af5b-1f0df8131fc4,STORE_17,2023-07-06,5,0.22,3004.21,Online,Gift Card
7272e7ea-036e-4245-b244-b9ea2d1c37be,553951c5-6784-4a57-9c33-1ce6fb576a6c,a14f20af-4d67-40a7-a032-bb2ba519efe8,STORE_21,2024-08-09,2,0.08,1262.04,Physical,PayPal
03b81558-3d72-44c3-964f-380d7cb31d51,bedc8f4e-d222-47e1-bdfd-0847d36940df,64dc4a34-52a6-4441-b958-536cd9847b43,STORE_28,2025-04-02,2,0.24,356.84,Physical,Credit Card
933a203f-ebff-46de-8c38-d19e711ec65a,4349158e-a610-4f15-8d09-0b603c9e4532,9ef11f8a-d78a-4f2f-9198-d53adb63e3e3,STORE_38,2024-06-15,1,0.29,196.98,Online,PayPal
2f30c2ac-7b8d-49f2-9afb-890c0a87bfc9,dddd43a6-8aea-4d99-a40f-c3d993a454b4,35f7da40-83ce-4909-970e-24e0c2e4deb8,STORE_48,2025-04-24,4,0.23,1983.64,Physical,PayPal
728585f3-3592-41cf-8f28-e5cbac87cd66,a9cfd43f-3778-4d41-941a-ba781bb51938,7c884802-7d9d-4239-b798-0eac3c8ff598,STORE_9,2024-12-31,2,0.06,462.67,Online,Cash
4e6107a0-3175-4cad-a013-cf2dcf9b13fb,94353b61-1bcc-4b05-b53d-2ae04999a072,520e5635-d97f-48de-b58c-326e7507c95c,STORE_31,2022-11-02,3,0.23,1842.22,Online,Credit Card
611a9edd-9dcb-4c1d-a252-783d38c7d8e9,e3a682fe-821c-4f54-874a-c1ea636a7c16,0689904c-48e3-4fdb-90a3-d120f0f9f521,STORE_36,2022-10-29,2,0.14,159.24,Physical,Gift Card
e8f62895-bb7d-4d30-80e9-05ce1be2badd,b416bb9d-f15b-475b-9729-5024c871a5a9,0eb4ebdb-d167-499c-9f3a-588a2236b69d,STORE_37,2024-03-22,4,0.22,857.78,Physical,PayPal
6ff1c84c-a559-4368-964d-fd712baf2600,0b804145-3e81-49a7-97ba-433c694ab9a7,b9feaf57-7c6c-4761-a778-d56b56db1246,STORE_31,2024-08-29,4,0.14,2530.43,Online,PayPal
e686a270-5f64-4ccc-aa3f-9992834e4f19,2644a128-9bdc-4c0c-ac37-6b11c55f9ecf,ce7a9b72-8dc2-4a52-8819-9c1e1bc3b8d5,STORE_35,2025-07-04,4,0.0,665.24,Online,Gift Card
624bba31-dddb-46e3-8f83-2ad849d1ceb5,c9d97ed1-a6b6-465e-8294-c42d688f910d,91ca8e67-1668-4cb0-b0e1-bcc608837fee,STORE_24,2024-09-03,3,0.29,1872.87,Physical,Credit Card
5e86fe17-fb0c-4669-8235-0933be995001,2566a5eb-bfb5-4f32-9d10-4bbe21b30d25,267f0b59-1fd0-4558-9bf3-6cda06fe4773,STORE_22,2023-01-29,5,0.19,1628.91,Online,Gift Card
f54c335f-3704-42ad-9556-bbbd76add4d6,b8b5afb0-b4c7-4c69-ad96-986bbbb00e65,184d961a-4b73-4065-bc83-517659f57def,STORE_15,2024-01-23,3,0.08,1924.69,Physical,Credit Card
921df4d1-ce88-48a3-9919-b27c93e7603a,4fffbc58-3936-41e5-a8f3-8faec942eef7,a9be1238-d477-46ab-989c-eaa06e378536,STORE_31,2023-12-18,5,0.12,1293.78,Online,PayPal
060cad72-9a15-4939-82f4-f285ce1e7d2d,d3bd0363-3f90-46cb-9863-74a9f82182d8,84e4971b-64e7-4b01-8574-bf8902489dac,STORE_31,2023-08-17,5,0.1,2088.18,Online,PayPal
aa794487-6ea1-4529-84a2-496d27cae799,b4f29e35-b2d9-4c2c-a5a6-78a756fc14a5,6d10eca3-d4bc-4f52-bb56-11d1823327a5,STORE_44,2024-04-15,5,0.0,2149.7,Physical,Credit Card
f05f8cdd-36ed-4a6e-9018-668e1438b30f,a5ac9754-9048-416a-991e-8df0d0eaa8a2,d97204fe-c251-4cf2-a8de-e8c6b51e6c21,STORE_29,2022-11-30,1,0.12,791.16,Physical,Credit Card
e61e4a7b-d788-404d-b850-5d4f592f1b46,0daed204-628a-403b-ae6e-ba6e393e7bc6,35fd8484-b9af-4d3e-8576-ed7ccaec79df,STORE_47,2025-01-12,3,0.07,2094.15,Physical,Cash
e47c715b-ba07-4b81-8b29-c5f6d99ff2de,a564d65b-c0aa-496f-aac6-8c68bc2b3ea8,0eb4ebdb-d167-499c-9f3a-588a2236b69d,STORE_5,2023-12-11,2,0.01,544.36,Physical,Credit Card
60575a6e-0832-4783-8696-7800c37c1ec5,25505845-9a3a-4d20-b0f4-7d5a919d1e6f,ea313827-2a4a-4012-816d-26732a93fcde,STORE_8,2022-11-07,5,0.2,2648.28,Online,PayPal
592e156e-69af-4a15-9e54-f9fd3b45db04,704949a9-fe30-4d51-a054-1bba33a80ffb,93b600f2-171b-420e-bd0e-4119cfc2bda5,STORE_23,2023-03-20,1,0.03,366.84,Online,PayPal
e6dc678e-c603-4a6f-8c74-f672dc34df09,ed742725-d9dc-4e3a-8029-20a835000e2d,9ef11f8a-d78a-4f2f-9198-d53adb63e3e3,STORE_12,2024-08-21,5,0.24,1054.23,Online,PayPal
aeffee2f-0012-4ecc-a0d2-bccfa35f3b33,12ffce6f-6777-41c4-84b5-37666e097925,52e2d7aa-cca0-477f-b69a-b5e42ce997fd,STORE_4,2023-02-26,2,0.08,607.57,Physical,Gift Card
6eca57ba-a201-45ff-b169-0d355f2e9c6a,d27979fc-f98a-4091-b23e-d361988cd799,637ca329-cceb-42ab-97d7-1e4950f3041e,STORE_43,2022-12-16,4,0.28,2722.9,Online,Cash
163bb9d7-3217-4216-9b7f-a27b672e4aa2,919ab322-c355-43a8-9205-6314da7c21de,402f3b1c-44b5-48b9-a24a-bf364c4a9e49,STORE_20,2024-12-04,3,0.08,1580.46,Physical,Credit Card
6781064d-7284-463f-9059-dc886928229c,65f37211-1db0-4c72-a090-d12278d30a9f,50def2aa-88dd-4436-9489-2ed47fd923a3,STORE_40,2024-02-01,1,0.11,285.7,Online,Cash
017124a3-904f-4fe5-810a-39d6496138f1,41db9979-867e-47f0-9d16-5218dc7d7862,35fd8484-b9af-4d3e-8576-ed7ccaec79df,STORE_34,2022-11-14,3,0.29,1598.76,Online,Cash
f8632852-0f05-423e-8a74-d08586ab0041,49e660b6-6403-4b36-80c1-5e2e1e8d9af7,cbda88b1-9d79-46fb-bfe2-7c9e829bf645,STORE_16,2023-07-13,4,0.02,814.5,Physical,PayPal
3efcd087-f5f2-4cc2-ae30-2d24aaf68394,2351c29f-23d2-4519-aeba-2944517a669f,9ccee7cf-d05a-4f5f-9e19-f9d1fa3a0181,STORE_14,2024-09-25,2,0.19,1265.58,Physical,Credit Card
e04b8962-816d-403e-ab3d-4d527c28156f,c8f60531-355f-4f68-8d30-2789c36fdef3,243c9ca8-3864-4911-8543-67f00abc0a43,STORE_48,2023-05-04,5,0.23,3490.06,Physical,PayPal
56c2d6f7-904c-4064-bc41-e117d15430c6,15ba9884-12d1-48ef-aa8c-df9ec3f4ab3d,fbaa2a35-a0db-4dac-82ed-b2f9c5e98cff,STORE_43,2023-02-16,4,0.21,2769.42,Online,Credit Card
0903c32e-55ba-44d5-9870-4926d3d63c81,eefbbd1a-7133-48a9-aff7-009e85c33ec5,3651f547-d2f3-44b1-bf29-c5323a2684e9,STORE_47,2022-09-23,1,0.02,943.52,Physical,Cash
aed554cb-8c8e-444f-a1a1-c9c86f366e9e,5d07e331-3604-4b0a-8228-38c4999558b2,0e68310f-8ba7-45d3-9a68-ef1e171be471,STORE_33,2025-01-12,1,0.27,672.17,Online,PayPal
2881d074-f04a-49d4-8fe8-963f4140832d,444a87b4-b669-4373-b4cc-5e3561477cf3,69557e2f-d995-42dd-9f6e-d23e20b3278a,STORE_34,2022-07-15,1,0.2,760.36,Online,Cash
0bc22b9d-d018-4792-b672-80fd2a613983,9c2291c6-edbf-4adb-9639-aea3641cd86a,751f7942-f32e-451b-b300-bbb25f689a94,STORE_14,2023-05-20,3,0.27,952.17,Physical,Credit Card
5beba825-85c7-491e-9ee4-26b78c58b6f9,edee20dd-f271-4421-84c1-4acd0440469f,33e65189-b1fb-416e-9e44-7422fcf1b25d,STORE_37,2025-06-03,4,0.14,90.75,Physical,Gift Card
24ce08a3-1f42-415f-b860-4199d2062691,de21548d-1a23-44dc-afdf-36f44898549d,4d18e871-2066-4d5a-ad79-404abc05fb2a,STORE_42,2022-12-04,5,0.07,939.86,Online,Gift Card
f9e721c9-ae5a-4f5b-bcac-f4ec88ef214c,eefbbd1a-7133-48a9-aff7-009e85c33ec5,751df8e2-810c-4f50-b75c-bb19bb15a026,STORE_9,2025-03-27,1,0.17,439.42,Online,Cash
559d9e51-1b1c-43ef-97f9-b6a366bd33fb,789e3748-b539-4fa6-a38a-764521f7bee5,5408251a-e719-4b1a-bf25-8290a803e124,STORE_41,2024-05-26,3,0.12,1623.78,Physical,Credit Card
84d96445-1cd7-41e6-91dc-a885dcc9e572,1fa2e9f3-8309-49d8-be6d-0d173e93c79a,ad4c66e1-9cf1-4c8c-920a-97bbe5ca7984,STORE_36,2024-07-31,5,0.26,2492.8,Physical,Cash
d6c312ef-fbc3-4839-a1b7-bfd2c27977e7,1ad646e8-4f5e-44dd-bace-cd0b0d3c5e99,ad86994b-288e-42f1-ae45-edae2e31c9f8,STORE_38,2022-12-25,4,0.23,2711.6,Online,Cash
49eeb11a-b026-4a51-80fd-16cf2be05d36,33c9fcd0-3a75-4207-8b73-68cc41ed0ae1,5e17f8cd-b3b3-41d2-ba7d-c78def212faf,STORE_20,2023-09-02,2,0.17,491.97,Physical,Gift Card
57e44e1a-f93a-40f2-baae-c3099c8d5e29,dbbc4c1c-e9c0-4619-bb3f-ca209359565f,f05a91d0-68cb-4466-930f-dc68517785dc,STORE_7,2023-08-09,3,0.21,760.56,Physical,Credit Card
31b7d1dc-e16a-4c39-8d2e-c3c529b72884,d1b3d2ef-b0d5-4ee3-a938-eb747956714a,6d10eca3-d4bc-4f52-bb56-11d1823327a5,STORE_21,2024-07-18,4,0.03,1668.17,Physical,Gift Card
90c4823b-8dbd-4818-9425-55b7c6e667e5,4cd2512f-f416-4efc-8acb-78a50069ec41,3651f547-d2f3-44b1-bf29-c5323a2684e9,STORE_34,2023-08-06,2,0.01,1906.3,Online,Credit Card
c38c1ec8-d187-4088-8a1c-e52c72c36b1d,5e2347d1-83b2-4fcb-9539-6d54cdda5a00,91ca8e67-1668-4cb0-b0e1-bcc608837fee,STORE_9,2023-11-14,4,0.12,3095.07,Online,Cash
6121136c-78aa-4ccf-b9a7-ba2b2ab138ef,a409faf8-d113-463c-b2a8-3739474e1901,ecd8a82c-77d4-4e26-b151-139250114c40,STORE_28,2025-05-02,5,0.29,178.42,Physical,Gift Card
d42034ce-9e3f-4b43-91f8-060774abbee5,87900e7e-6e27-474b-aecd-03c0c189f4df,df56f535-e20c-4499-b69e-10a77129c045,STORE_21,2022-08-16,1,0.1,893.11,Physical,Cash
727d9407-6cb7-4171-9d5f-39f6c06050d0,6080f65d-f824-4049-ab2e-a12b6b72a738,874d5c7a-9a09-486d-815c-304a9afeac7b,STORE_20,2022-10-09,4,0.04,3107.71,Physical,Gift Card
0b69b1f7-8658-44ca-bd79-3116deec8a4d,210a3413-509b-42c4-90de-fdb31335d253,243c9ca8-3864-4911-8543-67f00abc0a43,STORE_28,2023-05-15,5,0.07,4215.27,Physical,Credit Card
8a4ffa69-bb0e-45bb-a0ae-4d3275426b78,41271755-2bb3-4bd8-8e8b-bb754b26450a,781edddd-9280-43c6-9498-294a890773a6,STORE_27,2022-09-27,2,0.15,949.52,Physical,Credit Card
6159fe85-0eb0-4e1e-85d2-6c78437512d5,3e8e872d-7a3d-4536-93b8-58cea43a7a9a,6b95b326-44f9-43cd-bb60-58fc754dcfb2,STORE_24,2025-03-05,5,0.01,3077.27,Physical,PayPal
83e4c2e5-2659-491f-9ee1-8d615a38ded5,9298d986-be4a-42b5-b1bd-3da1540f0213,67b68848-d032-4ea1-a472-7ce84f36d0ee,STORE_50,2022-08-12,2,0.19,1285.47,Physical,Cash
ca4a9065-5fb2-439b-8f64-03f9a81bf18a,0cb7ecf4-f0fc-4321-9f25-3db2af67584e,e10ef2b8-4b43-4d7e-99f9-fd6e77c508ae,STORE_36,2023-01-29,4,0.18,2809.12,Physical,Credit Card
b62e0217-ffa0-435b-8f4f-f7d4f85bffd2,57354353-0000-470e-b326-2d0607fea581,ccf86082-ad2f-4da0-93a6-bfc8c828de02,STORE_38,2023-02-16,1,0.15,462.1,Online,PayPal
97a7d0a9-92ab-4ec3-b481-18015c397fa8,d9feb459-582a-43a3-a4df-3076a34d4758,7c4d4b49-c461-4fac-bc89-15ffe9a60fa6,STORE_45,2022-11-20,2,0.13,877.5,Online,Gift Card
37adb5c1-455e-495b-bfed-bd279e64ae25,33336198-a9eb-4f78-99fe-f7571325f221,a14f20af-4d67-40a7-a032-bb2ba519efe8,STORE_45,2024-05-08,1,0.29,486.98,Online,PayPal
